book_id,book_title,book_genres
,,Urban|Drama
,,Esoterica|Astrology
,,Romance|Science Fiction|Time Travel|Romance|Historical Romance|Romance|Contemporary Romance|Fiction|Fantasy|Paranormal|Womens Fiction|Chick Lit|Fantasy
,,Autobiography|Memoir|Nonfiction|Biography
,,
,,Fiction|Historical|Historical Fiction
,,Mystery|Sequential Art|Manga|Sequential Art|Comics|Sequential Art|Komik|Sequential Art|Graphic Novels
,,Teaching|Education|Nonfiction
,,Cultural|African American|Romance|Fiction
,,
,,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Paranormal|Ghosts|Paranormal|Demons|Fantasy|Dragons|Fiction
,,Mystery|Fiction|Science Fiction|Historical|Historical Fiction|Science Fiction|Alternate History|Horror|Zombies|Science Fiction|Steampunk
,,Sequential Art|Manga|Sequential Art|Comics|Sports and Games|Sports|Manga|Shonen|Sequential Art|Graphic Novels
,,
,,Humor|Nonfiction|Humor|Comedy
,,Fiction|Womens Fiction|Chick Lit|Adult Fiction
,,Fiction|Mystery|Crime|Mystery|Mystery|Detective
,,Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Paranormal|Vampires
,,
,,Fiction|Fantasy|European Literature|Italian Literature|Short Stories|Cultural|Italy
,,Music
,,History|Nonfiction|War|World War II|Military|Military History|War|Military Fiction
,,Language|Writing|Nonfiction|Criticism|Literary Criticism|Philosophy|Criticism
,,Short Stories
,,Young Adult|Poetry|Fiction|Mental Health|Mental Illness|Realistic Fiction|Health|Mental Health
,,Paranormal|Vampires|Romance|Paranormal Romance|Fantasy|Urban Fantasy
,,Sequential Art|Graphic Novels|Sequential Art|Comics|Fantasy|Paranormal|Vampires|Fiction|Fantasy|Urban Fantasy
,,Historical|Historical Fiction|Young Adult|Fiction|Historical|Military History|Civil War|Childrens|Romance
,,Fantasy|Young Adult|Adventure|Fiction|Childrens
,,Sequential Art|Graphic Novels|Sequential Art|Comics|Horror|Fantasy|Fiction|Graphic Novels Comics
,,Asian Literature|Turkish Literature|Classics|Romance|Fiction|Cultural|Turkish
,,Media Tie In|Star Trek|Science Fiction|Star Trek|Star Trek Deep Space Nine|Fiction
,,Fiction|Mystery|Contemporary
,,
,,
,,Mystery|Crime|Mystery
,,Nonfiction
,,Paranormal|Vampires|Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Paranormal|Demons|Young Adult
,,Holiday|Christmas|Childrens|Picture Books|Childrens|Holiday
,,Fantasy|Fiction|Historical|Historical Fiction|Fantasy|Magic|Historical
,,Fiction|Science Fiction|Fantasy
,,Philosophy|Nonfiction|Psychology
,,Paranormal|Vampires|Fantasy|Paranormal|Romance|Paranormal Romance|Romance|Adult Fiction|Erotica
,,
,,Fantasy|Paranormal|Fantasy|Young Adult|Fantasy|Magic|Paranormal|Vampires
,,Nonfiction|Art|Humor|Humor|Comedy
,,Christian|Religion|Christian|Christian Living|Nonfiction|Religion|Christianity
,,Health|Nonfiction|Food and Drink|Food|Health|Nutrition|Self Help|Science
,,Fantasy|Fantasy|Urban Fantasy|Lgbt|Science Fiction|Fiction|Science Fiction|Dystopia
,,
,,Fantasy|Paranormal|Fantasy|Historical|Fiction|Contemporary
,,Science Fiction|Fiction|Cultural|Russia|Fantasy
,,Biography|Business|Nonfiction|Biography|Autobiography|Business|Management
,,Realistic Fiction|Romance|Childrens|Middle Grade|Childrens
,,Parenting|Nonfiction|Childrens|Abandoned
,,Childrens|Fantasy|Childrens|Chapter Books
,,Adult Fiction|Erotica|Romance|Music
,,Crime|True Crime
,,Mystery|Fiction|Mystery|Detective|Thriller|Suspense
,,Historical|Historical Fiction|Young Adult|Historical|Fiction|Childrens
,,European Literature|Dutch Literature|Fiction|Literature
,,Nonfiction|Humor|Humor|Comedy|Autobiography|Memoir|Travel
,,Fiction|Lgbt|Romance
,,
,,Cultural|India|Asian Literature|Indian Literature|Fiction|Literature
,,Autobiography|Memoir|Nonfiction|Biography
,,Historical|Historical Fiction|Young Adult|Adventure|Historical
,,Fantasy|Romance|Fantasy|Magic|Young Adult|Fairies|Fae|Fantasy|Paranormal
,,Young Adult|Science Fiction|Science Fiction|Dystopia
,,Fantasy|Romance
,,Fiction|Novels|Cultural|France|Cultural|Hungary
,,Fantasy|Young Adult|Historical|Historical Fiction|Fiction|Historical|Fantasy|Magic|Historical|Regency|Mystery
,,Humor|Writing|Essays|Humor|Funny
,,Fiction|Poetry|Contemporary|Romance|Cultural|Canada
,,Art|Nonfiction|Art|Art History
,,Nonfiction|Animals|Music|Musicals|Autobiography|Memoir|Reference|Research
,,Fiction|Historical|Historical Fiction|Adult Fiction|Romance|Audiobook
,,Sequential Art|Manga|Graphic Novels Comics
,,Cultural|Japan|Short Stories|Asian Literature|Japanese Literature|Literature|Fiction
,,Young Adult|Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Romance
,,Sequential Art|Manga|Sequential Art|Comics|Sequential Art|Graphic Novels|Science Fiction|Fiction
,,Romance|Romance|Contemporary Romance|Contemporary|Adult Fiction|Erotica
,,Christian|Fiction|Christian Fiction|Young Adult|Adventure|Childrens|Fantasy|Mystery
,,Fiction|Historical|Historical Fiction|War|Military Fiction|War
,,Spirituality|Prayer|Christian|Religion|Theology|Religion|Nonfiction|Religion|Faith
,,Fiction|Fantasy
,,Fantasy|Young Adult|Short Stories|Romance|Fantasy|Paranormal|Fiction
,,Romance|Romance|Contemporary Romance|Contemporary|Sports and Games|Sports|Womens Fiction|Chick Lit|Contemporary Romance|Sports Romance
,,Nonfiction|Gender|Feminism|Psychology|Gender|Gender Studies|Sociology|Gender and Sexuality
,,
,,Mystery|Fiction|Mystery|Noir|Mystery|Crime|Cultural|France|Thriller
,,Media Tie In|Star Wars|Science Fiction|Young Adult|Fiction|Childrens
,,Romance|Historical Romance|Historical|Historical Fiction|Romance|Historical|Cultural|Scotland|Audiobook
,,Fiction
,,Young Adult|Mystery
,,Philosophy|Nonfiction
,,Philosophy
,,Horror|Paranormal|Shapeshifters|Fantasy
,,Science Fiction|Fantasy|Fiction|Adventure|Young Adult
,,Nonfiction
,,Fantasy|Fiction|Science Fiction Fantasy
,,Religion|Philosophy|Nonfiction|Health|Self Help
,,Sequential Art|Comics|Sequential Art|Graphic Novels|Sequential Art|Bande Dessinée|Fiction|Adventure
,,Romance|Fiction|Asian Literature|Indonesian Literature|Contemporary|Novels|Womens Fiction|Chick Lit|Love|Adult Fiction|Drama
,,
,,Young Adult|Science Fiction|Science Fiction|Dystopia|Fiction
,,Fantasy|Paranormal|Romance|Paranormal Romance|Paranormal|Shapeshifters|Romance|Shapeshifters|Werewolves
,,
,,Fantasy|Christian|Young Adult|Fiction|Christian Fiction|Science Fiction Fantasy|Historical|Romance
,,Cultural|Russia|Classics|Academic|School|Fiction|War
,,Mystery|Mystery|Cozy Mystery|Mystery|Historical Mystery|Historical|Historical Fiction
,,Fantasy|Paranormal|Shapeshifters|Werewolves|Romance|Paranormal Romance|Paranormal|Shapeshifters|Romance
,,Romance|Romance|Contemporary Romance|Fiction|Contemporary|Womens Fiction|Chick Lit
,,Nonfiction|Short Stories
,,Fantasy|Paranormal|Romance|Paranormal Romance|Romance|Fantasy|Paranormal|Witches|Paranormal|Vampires|Fantasy|Urban Fantasy
,,Fantasy|Young Adult|Fiction|Romance|Historical|Historical Fiction|Adventure
,,Philosophy|Nonfiction|Asian Literature|Indonesian Literature
,,Plays|Classics|Cultural|India|Drama|Fiction|Plays|Theatre|Asian Literature|Indian Literature|Literature
,,
,,Fiction|European Literature|Swedish Literature|Contemporary|Young Adult
,,Philosophy|Nonfiction|Classics|European Literature|German Literature
,,Biography|Nonfiction|Poetry|Biography Memoir
,,Young Adult|Fantasy|Fantasy|Paranormal|Paranormal|Witches|Romance|Fantasy|Magic
,,Fiction|War|Cultural|Bangladesh|Novels
,,Adult Fiction|Erotica|Romance|Dark|Romance|Contemporary Romance|Adult|Contemporary
,,Mystery|Fiction|Historical|Historical|Historical Fiction|Literature|20th Century
,,Nonfiction|Writing|Books About Books|Philosophy|History|Literature
,,Fiction|Classics|European Literature|Swedish Literature|Cultural|Sweden
,,Couture|Fashion|History
,,Fantasy|Young Adult|Fantasy|Paranormal|Fantasy|Supernatural
,,Religion|Buddhism
,,Fantasy|Classics|Fiction|Fantasy|Fairy Tales|Fantasy|High Fantasy
,,Mystery|Crime|Mystery|Fiction|Cultural|Scotland
,,Fantasy|Young Adult|Fantasy|High Fantasy|Adventure|Childrens|Middle Grade
,,Novels|Love
,,Childrens|Childrens|Picture Books|Fiction
,,
,,Romance|Historical Romance|Romance|Historical|Historical|Historical Fiction|Historical|Medieval
,,Paranormal|Vampires|Fantasy|Fantasy|Paranormal|Romance|Romance|Paranormal Romance
,,Historical|Historical Fiction|Christian|Fiction|Historical|Christian Fiction|Adventure
,,Fantasy|Fantasy|Dragons|Young Adult
,,Young Adult|Romance|Fantasy|Paranormal|Young Adult|Teen
,,Childrens|Nonfiction|Childrens|Juvenile
,,
,,Romance|Romance|Romantic Suspense|Suspense|Contemporary|Romance|Contemporary Romance|Fiction|Mystery
,,Classics|Fiction|Literature|Childrens|Literature|American|Romance|Literature|19th Century|Young Adult|Historical|Historical Fiction|Historical
,,Romance|Short Stories
,,Childrens|Fiction|Young Adult
,,Adventure|Survival|Science Fiction|Apocalyptic|Fiction|Fantasy|Paranormal|Science Fiction
,,Business|Textbooks|Business|Management|Nonfiction
,,Paranormal|Witches|Fantasy|Paranormal
,,Horror|Zombies|Horror|Fiction
,,Nonfiction|Psychology|Self Help|Science|Neuroscience|Brain|Reference|Productivity
,,Erotica|Bdsm|Adult Fiction|Erotica|Romance|Romance|Erotic Romance|Contemporary
,,Fiction|Historical|Historical Fiction|Cultural|Asia
,,
,,
,,Historical|Historical Fiction|Christian Fiction|Romance|Historical|Romance|Historical Romance|Christian
,,Poetry|Philosophy|Fiction|Classics|Literature|Spirituality|Short Stories|Religion|Literature|20th Century|Novels
,,Childrens
,,Fiction|Womens Fiction|Chick Lit|Contemporary
,,Religion|Self Help|Religion|Islam
,,
,,Science Fiction|Romance|Science Fiction|Dystopia|Science Fiction|Aliens|New Adult|Apocalyptic|Post Apocalyptic
,,
,,Fiction|Historical|Historical Fiction|Childrens|Childrens|Middle Grade
,,Classics|European Literature|Portuguese Literature|Fiction
,,Fantasy|Paranormal|Fantasy|Paranormal|Angels|Young Adult|Romance
,,
,,Fiction|Thriller|Mystery|Thriller|Mystery Thriller|Suspense
,,Nonfiction|Christian|Biography|Autobiography|Memoir|Inspirational
,,Fiction|Historical|Historical Fiction|World War II|Holocaust|Roman|Adult|Adventure|War|World War II|Historical
,,
,,History|Nonfiction|War|Military Fiction|North American Hi...|American History|Military|Military History|Historical
,,Fiction|Novels|European Literature|Italian Literature
,,Fiction|Westerns|Adventure|Historical|Historical Fiction|Thriller
,,Young Adult|Fantasy|Fantasy|Paranormal|Paranormal|Demons|Fantasy|Magic
,,Fiction
,,Romance|New Adult|Sociology|Abuse|Romance|Contemporary Romance
,,Historical|Historical Fiction|Fiction|Childrens|Historical|Young Adult
,,
,,Romance|Historical Romance|Romance|Historical|Historical|Regency|Historical Romance|Regency Romance|Historical|Historical Fiction
,,Sociology|History|Nonfiction
,,Fiction|Historical|Historical Fiction
,,
,,Philosophy|Nonfiction|Education|Politics|Psychology|Classics
,,Language|Writing|Nonfiction|Autobiography|Memoir
,,Young Adult|Realistic Fiction|Plays|Theatre|Romance|Contemporary|Humor|Young Adult|High School
,,Historical|Historical Fiction|Young Adult|Historical|Mystery
,,Young Adult|Realistic Fiction|Young Adult|Teen|Fiction|Contemporary
,,Fantasy|Audiobook|Fiction|Adventure
,,Young Adult|Science Fiction|Thriller
,,Mystery|Fiction|Suspense|Thriller|Thriller|Mystery Thriller
,,Fiction|Womens Fiction|Chick Lit|Romance|Food and Drink|Food|Food and Drink|Foodie|Contemporary|Adult Fiction
,,Religion|Nonfiction|Humor|Cultural|France|Humor|Comedy
,,
,,Short Stories|Fiction|Classics
,,Fiction|Thriller|Mystery|Spy Thriller|Espionage
,,Nonfiction|Sociology|Abuse|Autobiography|Memoir
,,Thriller|Romance|Mystery|Asian Literature|Indonesian Literature
,,History|Eastern Africa|Rwanda|Cultural|Africa|Nonfiction
,,Christian|Spirituality|Self Help|Nonfiction|Inspirational
,,Horror|Thriller|Mystery|Fantasy
,,Fantasy|Fiction|Young Adult|Science Fiction
,,Religion|Nonfiction|Religion|Christianity|Religion|Theology|Spirituality
,,Romance|Contemporary|Fiction
,,
,,Childrens|Childrens|Picture Books
,,Mystery|Fiction|Mystery|Crime|Classics|European Literature|British Literature
,,Fiction|Classics|Lgbt|Cultural|African American
,,Fantasy|Paranormal|Angels|Fantasy|Supernatural
,,Short Stories|Fiction|American|Southern|Literature
,,Classics|Short Stories|Horror|Fiction|Gothic
,,Historical|Historical Fiction|Fiction|Historical|War|World War II|Romance
,,Young Adult|Fantasy|Fantasy|Paranormal|Historical|Historical Fiction|Romance|Historical
,,Adult Fiction|Erotica|Romance|Contemporary|Romance|Contemporary Romance|Romance|Erotic Romance|Erotica|Bdsm|Adult
,,
,,Mystery|Childrens|Fiction
,,Horror|Horror|Zombies
,,Science|Physics|Science|Reference|Textbooks|Nonfiction|Computer Science|Technical
,,Inspirational|Christian|Nonfiction|True Story|Religion
,,Fiction|Classics|Novels|Literature|American|Literature|American|Southern|The United States Of America|American|Americana|Gothic|Southern Gothic|Nobel Prize
,,Religion|Islam
,,Fiction|Contemporary
,,Self Help
,,Sequential Art|Comics|Sequential Art|Graphic Novels|Humor|Graphic Novels Comics
,,Philosophy|Nonfiction|Classics
,,Fantasy|Fantasy|Paranormal|Young Adult
,,Fiction|Mystery|Mystery|Crime
,,Culture|Film|Nonfiction|History|Media Tie In|Movies
,,Lgbt|Romance|M M Romance|Fiction|Romance|Lgbt|Gay
,,Mystery|Fiction|Thriller|Mystery Thriller|Thriller|Mystery|Crime
,,European Literature|French Literature|Classics|Cultural|France|Fiction|Literature|19th Century
,,Romance|Novels|Asian Literature|Indonesian Literature|Fiction
,,Novels
,,Sequential Art|Graphic Novels|Sequential Art|Comics|Fantasy|Fiction|Graphic Novels Comics
,,Childrens
,,Religion|Islam
,,Fiction|Adventure|Thriller
,,Mystery|Crime|Fiction|Mystery|Noir|The United States Of America|Mystery
,,
,,Romance|New Adult|Romance|Contemporary Romance|Contemporary
,,History|Philosophy
,,Fiction|Young Adult|Contemporary
,,Anthropology|Nonfiction|Academic|School|Anthropology|Ethnography|Academic|Read For School
,,Fantasy|Dungeons and Dragons|Forgotten Realms|Fiction
,,Historical|Historical Fiction|Fantasy|Science Fiction|Time Travel|Young Adult|Childrens|Middle Grade|Historical
,,Philosophy|Nonfiction|Politics|History|Sociology|Writing|Essays
,,Fantasy|Fiction|Fantasy|Dragons|Fantasy|Epic Fantasy
,,Womens Fiction|Chick Lit
,,Romance|New Adult|Business|Amazon
,,War|Military Fiction|Science Fiction|Fiction|Thriller|Action
,,History|Nonfiction|Religion|Cultural|Spain|Religion|Islam|Historical|Medieval
,,Fantasy|Fantasy|Dragons|Historical|Historical Fiction|Fiction|Science Fiction|Alternate History|Historical
,,Nonfiction|History|Law
,,Short Stories|Horror|Paranormal|Vampires|Fantasy|Fantasy|Paranormal
,,Poetry
,,
,,Romance|Adult Fiction|Erotica|Erotica|Bdsm|Contemporary|Romance|Contemporary Romance|Romance|Erotic Romance
,,Novels
,,Romance|Science Fiction|Time Travel|Romance|Historical Romance|Historical|Historical Fiction|Historical|Medieval
,,Fiction
,,Science Fiction|Dystopia|Young Adult|Romance|Fantasy
,,Thriller|Fiction|Novels
,,Science Fiction|Young Adult|Teen
,,Christian Fiction|Contemporary|Romance|Christian|Fiction
,,Fantasy|Paranormal|Fantasy|Young Adult|Romance
,,Fiction|Cultural|Canada|Contemporary|Literature|Canadian Literature
,,Sociology|Philosophy
,,Romance|Romance|Contemporary Romance|Contemporary|Adult Fiction|Erotica
,,Religion
,,Romance|Category Romance|Harlequin|Romance|Contemporary Romance
,,Self Help|Nonfiction|Relationships|Christian
,,Religion|Christianity|Spirituality
,,Romance|Adult Fiction|Erotica|Romance|Contemporary Romance|Contemporary
,,Fantasy|Fiction|Historical|Historical Fiction|Horror|Contemporary
,,Fantasy|Fantasy|High Fantasy|Fiction|Fantasy|Magic|Fantasy|Epic Fantasy
,,Sequential Art|Graphic Novels|Fiction|Humor|Realistic Fiction|Childrens|Middle Grade|Sequential Art|Comics
,,Nonfiction|Autobiography|Memoir|Biography|Adult
,,Nonfiction|Autobiography|Memoir|Philosophy|Biography|Death|Writing|Essays
,,Romance|New Adult|Warfare|Fighters
,,European Literature|Romanian Literature
,,Erotica|Bdsm|Science Fiction|Adult Fiction|Erotica|Erotica|Menage|Romance|Menage|M M F
,,Philosophy
,,Humor|Audiobook|European Literature|German Literature|Fiction|Humor|Comedy
,,Nonfiction|Culture|Film
,,Mystery|Fiction|Thriller|Mystery|Crime
,,Young Adult|Historical|Historical Fiction|Romance|Retellings|Historical
,,Sequential Art|Manga|Fantasy|Media Tie In|Anime|Action
,,Young Adult|Contemporary|Childrens|Middle Grade
,,Food and Drink|Cooking|Food and Drink|Cookbooks|Business|Amazon|Food and Drink|Food|Health
,,Philosophy
,,Crime|True Crime|Nonfiction|Mystery|Crime
,,Horror|Zombies|Horror|Science Fiction|Apocalyptic|Apocalyptic|Post Apocalyptic
,,Science Fiction|Romance|M M Romance|Lgbt|Gay|Science Fiction|Time Travel
,,
,,Fantasy|Young Adult|Science Fiction|Time Travel|Science Fiction
,,Fiction|Novels
,,Fantasy|Heroic Fantasy|Sword and Sorcery|Fiction
,,Dark|Erotica|Bdsm|Adult Fiction|Erotica|Romance|Sociology|Abuse
,,Mystery|Historical|Thriller|Mystery|Crime
,,Romance|Contemporary|Romance|Contemporary Romance
,,
,,Cultural|Canada|Young Adult|Fiction|Childrens
,,Novels|Childrens
,,Religion|Islam|Religion|Spirituality
,,Fiction|Literary Fiction|Contemporary
,,Fiction|Short Stories|Culture|Film
,,Computer Science|Programming|Science|Computer Science|Nonfiction|Science|Technology|Computer Science|Technical|Computer Science|Software|Computer Science|Coding|Computer Science|Computers|Reference|Science|Engineering
,,Fiction|Inspirational|Fantasy|Spirituality|Self Help
,,
,,Fiction|Humor|Romance|Contemporary
,,
,,Humor|Romance|Writing|Essays|Love|Young Adult
,,Asian Literature|Indonesian Literature
,,Mystery|Young Adult|Thriller|Mystery|Crime
,,
,,Young Adult|Science Fiction|Romance|Science Fiction|Time Travel
,,
,,
,,Fiction|Childrens
,,Asian Literature|Turkish Literature|Cultural|Turkish|Fiction|Novels
,,Sequential Art|Manga|Manga|Yaoi|Romance|Romance|M M Romance|Yaoi|Boys Love
,,Romance
,,War|World War II|World War II|Holocaust|Historical|Historical Fiction|Childrens|Juvenile|Childrens
,,Poetry
,,Plays|Theatre|Politics
,,Christian Fiction|Christian|Romance|Romance|Christian Romance|Historical|Historical Fiction|Fiction
,,Childrens|Middle Grade|Young Adult|Fantasy|Childrens|Contemporary
,,Dark|Romance|Sociology|Abuse
,,Romance|Romantic Suspense|Romance|Suspense|War|Military Fiction|Contemporary|Romance|Contemporary Romance
,,Fantasy|Paranormal|Romance|Paranormal Romance|Paranormal|Shapeshifters|Romance
,,History|Nonfiction|Biography|Cultural|Russia|Historical|Russian History|Romanovs
,,Science Fiction
,,Self Help|Personal Development|Self Help|Business|Leadership|Philosophy
,,Mystery|Fiction|Thriller|Thriller|Mystery Thriller|Science Fiction
,,War|Military Fiction|History|Politics|Political Science|Military|Military History|Political Science|International Relations
,,History|North American Hi...|American History|Nonfiction|Military History|American Revolution|Politics|Philosophy
,,Science Fiction|Short Stories|Fiction
,,Childrens|Picture Books|Food and Drink|Food|Childrens|Childrens|Storytime
,,Fantasy|Young Adult|War
,,Horror|Short Stories|History|Speculative Fiction|Historical|Science Fiction|Alternate History
,,Science Fiction|Steampunk|Fantasy|Romance|Fantasy|Urban Fantasy|Historical|Fantasy|Paranormal|Fiction|Mystery
,,Dark|Romance|New Adult|Suspense|Contemporary
,,Poetry|Classics|Fiction
,,Occult|Philosophy|Thelema|Religion|Esoterica|Occult|Magick|Religion
,,Fantasy|Paranormal|Romance|Paranormal Romance|Paranormal|Vampires|Romance
,,Fantasy|Urban Fantasy|Fantasy|Fairies|Fae|Fantasy|Paranormal|Romance|Adult|Romance|Paranormal Romance
,,Young Adult|Science Fiction|Adventure|Fantasy|Novels
,,
,,Fantasy|Fiction
,,Fantasy|Young Adult|Romance|Fantasy|Magic
,,Fantasy|Urban Fantasy|Fantasy|Paranormal|Fantasy|Romance|Paranormal Romance|Romance|Paranormal|Vampires
,,Spirituality|Religion|Buddhism|Nonfiction|Philosophy
,,Fiction|Cultural|Africa|Western Africa|Nigeria|Novels|Travel|Contemporary|Literary Fiction
,,Romance|Romance|Romantic Suspense|Romance|Contemporary Romance|Adult|Suspense|Mystery|Contemporary
,,Fantasy|Paranormal|Paranormal|Shapeshifters|Romance|Paranormal Romance|Romance|Shapeshifters|Werewolves|Fantasy
,,Classics|Fiction|Short Stories|Feminism
,,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Paranormal|Angels|Romance
,,Romance|Romance|Romantic Suspense|War|Military Fiction|Romance|Contemporary Romance|Adult Fiction|Erotica
,,Science Fiction|Romance|Young Adult|Fantasy|Fiction
,,Historical|Historical Fiction|Young Adult|War|World War II|War|Historical|World War II|Holocaust
,,Young Adult|Science Fiction|Steampunk|Fantasy|Paranormal|Horror|Zombies|Fantasy|Historical|Historical Fiction
,,
,,Sequential Art|Comics|Sequential Art|Graphic Novels|Horror|Fantasy|Fiction
,,
,,Classics|European Literature|Spanish Literature|Romance|Fiction
,,Fiction|Cultural|France|Literature
,,Fantasy|Fantasy|Urban Fantasy|Fiction|Adventure|Action
,,Fiction
,,Sports|Fitness|Health|Nonfiction|Sports and Games|Sports
,,Fantasy|European Literature|Spanish Literature|Fantasy|High Fantasy
,,Fantasy|Paranormal|Young Adult|Anthologies|Fantasy|Romance|Short Stories
,,Nonfiction|Biography|Language|Writing
,,Asian Literature|Turkish Literature|Cultural|Turkish|Roman
,,Dark|Erotica|Bdsm|Romance|Adult Fiction|Erotica
,,Young Adult|Fantasy|Paranormal|Fantasy|Romance|Mystery|Fantasy|Supernatural|Fiction|Thriller|Horror|Romance|Paranormal Romance
,,Sports and Games|Sports|Realistic Fiction|Young Adult|Fiction
,,Amish|Christian Fiction|Fiction|Novella|Romance|Christian Fiction|Amish Fiction
,,Fantasy|Fantasy|Paranormal|Young Adult|Short Stories
,,Paranormal|Vampires|Historical|Historical Fiction|Romance|Fiction|Fantasy|Fantasy|Paranormal
,,Romance|Historical Romance|Romance|Historical|Adventure|Pirates
,,Fiction|War|Military Fiction|Thriller|Action
,,Dark|Erotica|Bdsm|Adult Fiction|Erotica|Romance|Adult
,,Fantasy|Supernatural|Horror|Fantasy|Fantasy|Paranormal|Fiction|Media Tie In|Tv|Fantasy|Urban Fantasy
,,Adult Fiction|Erotica|Romance|Erotica|Bdsm|Romance|Contemporary Romance
,,Historical|Historical Fiction|Historical|Fiction
,,
,,Autobiography|Memoir|Nonfiction|Biography|Womens|Biography Memoir
,,Fiction|Literature|European Literature|Dutch Literature|Novels
,,Animals|Dogs|Animals|Childrens|Middle Grade|Young Adult|Family|Fiction
,,Religion|Islam|Self Help|Religion
,,Nonfiction|History|War|World War II|Biography|Autobiography
,,Romance
,,Sequential Art|Comics|Sequential Art|Graphic Novels|Horror|Fantasy|Fiction|Comics|Comic Book
,,Classics|Humor|Horror|Fiction|Literature|English Literature|Literature|19th Century|Short Stories|Fantasy|Humor|Comedy|European Literature|Irish Literature
,,Novels|Romance
,,Nonfiction|Biography|History|Autobiography|Memoir|Biography|Autobiography|Biography Memoir|Historical
,,Contemporary|Young Adult|Romance|Mystery
,,History|Christian
,,Nonfiction|Biography|Childrens|Picture Books|History
,,Young Adult|Contemporary|Romance|Realistic Fiction
,,Sequential Art|Manga|Fantasy|Sequential Art|Graphic Novels|Sequential Art|Comics|Manga|Shonen
,,Cultural|Japan
,,Sequential Art|Manga|Sequential Art|Comics|Sequential Art|Graphic Novels|Horror|Manga|Josei|Asian Literature|Japanese Literature
,,Inspirational|Realistic Fiction
,,Nonfiction|Christian|Biography|Religion|Faith|Religion|Christianity
,,Fiction|Music|Cultural|Ireland|European Literature|Irish Literature|Humor
,,Paranormal|Demons
,,Romance|Interracial Romance|Romance|Historical Romance
,,Young Adult|Fantasy|Historical|Historical Fiction|Fantasy|Paranormal|Historical|Mystery
,,Nonfiction|History|Biography|Cultural|Russia|Historical
,,
,,Religion|Reference
,,Fantasy|Childrens|Young Adult
,,Thriller|Mystery|Mystery|Crime|Fiction|Suspense
,,Fiction|Thriller|Mystery|Suspense
,,Mystery|Fiction|Mystery|Cozy Mystery|Mystery|Crime
,,Romance|Romantic Suspense|Romance|Category Romance|Harlequin|Romance|Contemporary Romance|Suspense|Contemporary
,,Romance|M M Romance|Romance|Adult Fiction|Erotica|Contemporary
,,Urban|Cultural|African American|Fiction
,,Sequential Art|Manga|Manga|Shonen|Fantasy|Action|Sequential Art|Comics
,,Literature|Short Stories
,,
,,Fiction|Young Adult|Coming Of Age|Contemporary|Young Adult
,,Young Adult|Contemporary|Romance|Music|Realistic Fiction|Womens Fiction|Chick Lit
,,Fiction
,,Nonfiction|History|Animals|Biography|Animals|Horses|War|Military Fiction|Historical
,,Short Stories|Fiction|Science Fiction|Fantasy
,,Romance|Romance|Contemporary Romance|Contemporary|Category Romance|Harlequin|Fiction
,,
,,Classics|European Literature|German Literature|Fiction
,,Historical|Historical Fiction|Fiction|Romance|Historical|Cultural|Germany
,,Mystery|Mystery|Crime|Fiction|Thriller|Cultural|Australia
,,
,,Fantasy|Young Adult|Fantasy|Urban Fantasy|Short Stories
,,
,,Romance|Paranormal Romance|Romance
,,Romance|Music
,,Fantasy|Mythology|Young Adult|Fantasy|Fantasy|Paranormal
,,Historical|Historical Fiction|Adventure|Pirates|Christian Fiction|Christian|Adventure|Young Adult|Christian Fiction|Christian Fantasy
,,Romance|M M Romance|War|Military Fiction|Fantasy|Paranormal|Paranormal|Shapeshifters|Romance
,,Sequential Art|Comics|Sequential Art|Graphic Novels|Superheroes|Marvel|Comics|Superheroes|Fiction
,,History|Politics
,,Young Adult|Contemporary|Fantasy|Paranormal|Fantasy|Romance
,,Classics|Fiction|Cultural|Brazil|European Literature|Portuguese Literature|Adult|Contemporary|Romance|Womens|Historical|Historical Fiction|Cultural|Latin American
,,Mystery|Fiction|Westerns|Mystery|Crime
,,Fiction|Cultural|Japan|Asian Literature|Japanese Literature|Contemporary
,,Music|History|Music|Jazz|Nonfiction|North American Hi...|American History
,,
,,Fiction|Magical Realism|Literature|Cultural|Portugal|European Literature|Portuguese Literature
,,Fiction|Novels|Philosophy
,,Fantasy|Fantasy|Magic
,,Fiction|Christian Fiction|Mystery|Young Adult
,,
,,Romance|Academic|College|Contemporary
,,
,,Young Adult|Romance|Contemporary|Womens Fiction|Chick Lit
,,Religion|Theology|Christian|Nonfiction|Christian|Christian Living|Business
,,Adult Fiction|Erotica|Romance|Erotica|Bdsm|Contemporary|Romance|Contemporary Romance
,,Historical|Historical Fiction|Romance|Romance|Historical Romance|Historical
,,Cultural|Russia|Childrens|Fiction|Literature|Russian Literature
,,
,,Young Adult|Contemporary|Romance|Fiction|Realistic Fiction|Young Adult|Young Adult Contemporary|Young Adult|Teen|Family|Fantasy|Young Adult|Coming Of Age
,,Young Adult|Fantasy|Paranormal|Witches|Fantasy|Paranormal|Fantasy|Magic
,,
,,Mystery|Mystery|Crime|Fiction|Thriller|European Literature|Scandinavian Literature
,,Womens Fiction|Chick Lit|European Literature|German Literature|Humor|Romance|Contemporary
